symbol,turnover_24h_usd_e9,excluded_reason,coverage_top50_bps,suitable_baskets,measured,window_start_utc_ms,window_secs,events,median_bid_depth_usd_e9,median_ask_depth_usd_e9,depth_check,order_size_e9,order_size_notional_usd_e9,selected_for_pilot,final_rank
NOWUSDT,63219213200000,rank_beyond_pool,,,false,,,,,,,,,false,
EWTUSDT,63027951200000,rank_beyond_pool,,,false,,,,,,,,,false,
BOTUSDT,60533436900000,rank_beyond_pool,,,false,,,,,,,,,false,
HANAUSDT,59925582900000,rank_beyond_pool,,,false,,,,,,,,,false,
CGPTUSDT,59832670100000,rank_beyond_pool,,,false,,,,,,,,,false,
CTRUSDT,59792235800000,rank_beyond_pool,,,false,,,,,,,,,false,
CROSSUSDT,58792369200000,rank_beyond_pool,,,false,,,,,,,,,false,
NCLDUSDT,58598848800000,rank_beyond_pool,,,false,,,,,,,,,false,
GMESTOCKUSDT,57115556800000,rank_beyond_pool,,,false,,,,,,,,,false,
EWJUSDT,56761093900000,rank_beyond_pool,,,false,,,,,,,,,false,
FLEXUSDT,55238952100000,rank_beyond_pool,,,false,,,,,,,,,false,
10000NEXUSDT,53910180900000,rank_beyond_pool,,,false,,,,,,,,,false,
FLNCUSDT,53621807000000,rank_beyond_pool,,,false,,,,,,,,,false,
ASRUSDT,52744601500000,rank_beyond_pool,,,false,,,,,,,,,false,
SAMSUNGEMUSDT,52163805800000,listed_under_30d,,,false,,,,,,,,,false,
NFLXUSDT,51211769800000,rank_beyond_pool,,,false,,,,,,,,,false,
DJTUSDT,48528355500000,listed_under_30d,,,false,,,,,,,,,false,
GIGADEVICEUSDT,47998268100000,rank_beyond_pool,,,false,,,,,,,,,false,
RONINUSDT,47754591500000,rank_beyond_pool,,,false,,,,,,,,,false,
ALABUSDT,47442291100000,rank_beyond_pool,,,false,,,,,,,,,false,
FLUXUSDT,47058938800000,rank_beyond_pool,,,false,,,,,,,,,false,
CSOPSKHYNIX2LUSDT,45804673900000,rank_beyond_pool,,,false,,,,,,,,,false,
OKTAUSDT,44907903000000,listed_under_30d,,,false,,,,,,,,,false,
DBRUSDT,44858204800000,rank_beyond_pool,,,false,,,,,,,,,false,
CUSDT,44644303700000,rank_beyond_pool,,,false,,,,,,,,,false,
SLPUSDT,44462361500000,rank_beyond_pool,,,false,,,,,,,,,false,
OUSTUSDT,44142961700000,rank_beyond_pool,,,false,,,,,,,,,false,
KSTRUSDT,42843223000000,rank_beyond_pool,,,false,,,,,,,,,false,
MAUSDT,42704855800000,rank_beyond_pool,,,false,,,,,,,,,false,
BIIBUSDT,41529544700000,rank_beyond_pool,,,false,,,,,,,,,false,
INFQUSDT,41485304600000,listed_under_30d,,,false,,,,,,,,,false,
KOUSDT,41149245100000,rank_beyond_pool,,,false,,,,,,,,,false,
LENOVOUSDT,40911226500000,listed_under_30d,,,false,,,,,,,,,false,
NVOUSDT,40325573400000,rank_beyond_pool,,,false,,,,,,,,,false,
DOLOUSDT,40247843800000,rank_beyond_pool,,,false,,,,,,,,,false,
SHOPUSDT,39197269200000,rank_beyond_pool,,,false,,,,,,,,,false,
COSTUSDT,38948946000000,rank_beyond_pool,,,false,,,,,,,,,false,
XLKUSDT,38686508100000,rank_beyond_pool,,,false,,,,,,,,,false,
AVAUSDT,38670029400000,rank_beyond_pool,,,false,,,,,,,,,false,
CSCOUSDT,38099886800000,rank_beyond_pool,,,false,,,,,,,,,false,
HUAHONGUSDT,37662353200000,listed_under_30d,,,false,,,,,,,,,false,
PYPLUSDT,37198973100000,rank_beyond_pool,,,false,,,,,,,,,false,
ASMLUSDT,36215957700000,rank_beyond_pool,,,false,,,,,,,,,false,
MOUSDT,36117879900000,rank_beyond_pool,,,false,,,,,,,,,false,
GILDUSDT,35683564700000,rank_beyond_pool,,,false,,,,,,,,,false,
GEUSDT,35294824800000,rank_beyond_pool,,,false,,,,,,,,,false,
SPORTFUNUSDT,32660318100000,rank_beyond_pool,,,false,,,,,,,,,false,
MRKUSDT,29830691600000,listed_under_30d,,,false,,,,,,,,,false,
JNJUSDT,29565106900000,rank_beyond_pool,,,false,,,,,,,,,false,
CGNXUSDT,29113569100000,listed_under_30d,,,false,,,,,,,,,false,
RDDTUSDT,27497906300000,rank_beyond_pool,,,false,,,,,,,,,false,
EWZUSDT,27442038500000,listed_under_30d,,,false,,,,,,,,,false,
KUAISHOUUSDT,26627957000000,rank_beyond_pool,,,false,,,,,,,,,false,
TMFUSDT,26445008800000,rank_beyond_pool,,,false,,,,,,,,,false,
PDDUSDT,25898648900000,listed_under_30d,,,false,,,,,,,,,false,
MDBUSDT,25171098800000,listed_under_30d,,,false,,,,,,,,,false,
UNHUSDT,25160517900000,rank_beyond_pool,,,false,,,,,,,,,false,
SPOTUSDT,24993044300000,rank_beyond_pool,,,false,,,,,,,,,false,
RIVNUSDT,24579010300000,rank_beyond_pool,,,false,,,,,,,,,false,
NVDLUSDT,24379481200000,rank_beyond_pool,,,false,,,,,,,,,false,
GBPUSDUSDT,22472057400000,listed_under_30d,,,false,,,,,,,,,false,
USD1USDT,22394697300000,rank_beyond_pool,,,false,,,,,,,,,false,
KODEX200USDT,21701444900000,listed_under_30d,,,false,,,,,,,,,false,
ZHONGJIUSDT,20176233400000,listed_under_30d,,,false,,,,,,,,,false,
HDUSDT,19275996000000,listed_under_30d,,,false,,,,,,,,,false,
BYDUSDT,18935893900000,listed_under_30d,,,false,,,,,,,,,false,
XLVUSDT,18721127600000,rank_beyond_pool,,,false,,,,,,,,,false,
TENCENTUSDT,18124339200000,rank_beyond_pool,,,false,,,,,,,,,false,
REGNUSDT,17562890800000,rank_beyond_pool,,,false,,,,,,,,,false,
BACUSDT,16573969300000,rank_beyond_pool,,,false,,,,,,,,,false,
TZAUSDT,16495512300000,rank_beyond_pool,,,false,,,,,,,,,false,
XIAOMIUSDT,13669261900000,rank_beyond_pool,,,false,,,,,,,,,false,
VUSDT,13650928300000,rank_beyond_pool,,,false,,,,,,,,,false,
EURUSDUSDT,13591593200000,listed_under_30d,,,false,,,,,,,,,false,
PEPUSDT,12539814900000,rank_beyond_pool,,,false,,,,,,,,,false,
RIOTUSDT,12347528200000,rank_beyond_pool,,,false,,,,,,,,,false,
TBTUSDT,12132013500000,rank_beyond_pool,,,false,,,,,,,,,false,
LYTEUSDT,11907720300000,rank_beyond_pool,,,false,,,,,,,,,false,
CSOPSAMSUNG2LUSDT,11400592000000,rank_beyond_pool,,,false,,,,,,,,,false,
GSUSDT,11129783500000,rank_beyond_pool,,,false,,,,,,,,,false,
SMICUSDT,11024345000000,rank_beyond_pool,,,false,,,,,,,,,false,
AALUSDT,10550597000000,rank_beyond_pool,,,false,,,,,,,,,false,
HYUNDAIUSDT,10352589600000,rank_beyond_pool,,,false,,,,,,,,,false,
EBAYUSDT,7969148800000,rank_beyond_pool,,,false,,,,,,,,,false,
VRTXSTOCKUSDT,7267895900000,rank_beyond_pool,,,false,,,,,,,,,false,
JPMUSDT,7198062700000,rank_beyond_pool,,,false,,,,,,,,,false,
WMTUSDT,6874076600000,rank_beyond_pool,,,false,,,,,,,,,false,
RLUSDUSDT,6786289900000,rank_beyond_pool,,,false,,,,,,,,,false,
BITOUSDT,6304362900000,rank_beyond_pool,,,false,,,,,,,,,false,
LAOPUUSDT,5143322100000,listed_under_30d,,,false,,,,,,,,,false,
LGELECTRONICSUSDT,4977057500000,listed_under_30d,,,false,,,,,,,,,false,
HANMIUSDT,4442332200000,listed_under_30d,,,false,,,,,,,,,false,
USDEUSDT,3904271000000,rank_beyond_pool,,,false,,,,,,,,,false,
BRKBUSDT,3857215300000,rank_beyond_pool,,,false,,,,,,,,,false,
AMGNUSDT,3573767000000,rank_beyond_pool,,,false,,,,,,,,,false,
POPMARTUSDT,3437058100000,rank_beyond_pool,,,false,,,,,,,,,false,
MEITUANUSDT,2996050800000,rank_beyond_pool,,,false,,,,,,,,,false,
NAVERUSDT,2518273400000,listed_under_30d,,,false,,,,,,,,,false,
XLFUSDT,1961387600000,rank_beyond_pool,,,false,,,,,,,,,false,
