set,form,short,история_n,история_net,история_control,история_excess,история_days_pos,история_days,история_usd,запись_n,запись_net,запись_control,запись_excess,запись_days_pos,запись_days,запись_usd,holds
t-bid-btc1h-q1,ladder3x2..20w2-pct1-tr2x0.5-14400-ttl1800,pct1 · tr2x0.5 · 4 ч · без выхода по стене,192,8.667,-9.6521,18.3192,7,15,166.4064,45,58.5578,21.9427,36.6151,4,7,263.5101,да
t-bid-btc1h-q1,ladder3x2..20w2-pct1-tr2x0.5-3600-ttl1800,pct1 · tr2x0.5 · 1 ч · без выхода по стене,249,-0.3625,-7.3606,6.998,8,15,-9.026250000000001,57,35.2835,4.2995,30.984,4,7,201.11594999999997,нет
t-bid-btc1h-q1,ladder3x2..20w2-pct1-tr2x0.5-7200-ttl1800,pct1 · tr2x0.5 · 2 ч · без выхода по стене,215,3.5212,-9.599,13.1202,7,15,75.7058,53,49.0912,10.6741,38.4171,5,7,260.18336,да
t-bid-btc1h-q1,ladder3x2..20w2-pct1-tr2x1-14400-ttl1800,pct1 · tr2x1 · 4 ч · без выхода по стене,191,7.9237,-8.1825,16.1062,8,15,151.34267,44,48.5011,24.3451,24.156,4,7,213.40484,да
t-bid-btc1h-q1,ladder3x2..20w2-pct1-tr2x1-3600-ttl1800,pct1 · tr2x1 · 1 ч · без выхода по стене,249,-0.0342,-7.2186,7.1844,8,15,-0.85158,57,33.7088,4.3186,29.3902,4,7,192.14015999999998,нет
t-bid-btc1h-q1,ladder3x2..20w2-pct1-tr2x1-7200-ttl1800,pct1 · tr2x1 · 2 ч · без выхода по стене,214,2.6297,-9.2325,11.8622,9,15,56.275580000000005,52,42.8639,10.8672,31.9967,5,7,222.89228000000003,да
t-bid-btc1h-q1,ladder3x2..20w2-pct1.25-tk0.5-14400-ttl1800,pct1.25 · tk0.5 · 4 ч · без выхода по стене,220,1.7926,-10.7919,12.5846,11,15,39.437200000000004,54,25.2038,-0.7672,25.9709,6,7,136.10052000000002,да
t-bid-btc1h-q1,ladder3x2..20w2-pct1.25-tk0.5-3600-ttl1800,pct1.25 · tk0.5 · 1 ч · без выхода по стене,257,-2.8769,-6.7814,3.9045,9,15,-73.93633,58,18.1124,-0.5867,18.6992,6,7,105.05192,нет
t-bid-btc1h-q1,ladder3x2..20w2-pct1.25-tk0.5-7200-ttl1800,pct1.25 · tk0.5 · 2 ч · без выхода по стене,229,0.1714,-8.637,8.8085,9,15,3.9250599999999998,56,26.527,-0.2172,26.7443,7,7,148.55120000000002,да
t-bid-btc1h-q1,ladder3x2..20w2-pct1.25-tk0.75-14400-ttl1800,pct1.25 · tk0.75 · 4 ч · без выхода по стене,209,5.702,-11.7593,17.4612,10,15,119.1718,52,40.5142,0.861,39.6532,6,7,210.67384,да
